36: 33791, 79551, 89398, 116364, 120436, 162503, 163578, 166196, 176602, 209678, 233152, 280017, 299144, 316573, 338919, 407593,
37: 29, 77, 113, 163, 229, 253, 265, 381, 417, 533, 549, 569, 685, 721, 821, 837,
38: 13, 14, 25, 53, 64, 92, 101, 103, 131, 142, 157, 170, 181, 183, 209, 220,
39: 9, 11, 29, 31, 49, 51, 69, 71, 89, 91, 109, 111, 129, 131, 149, 151,
40: 25462, 29437, 38539, 52891, 67282, 136162, 252397, 270724, 272446, 303727, 387613, 389542, 395116, 418570, 442471, 528286,
41: 8, 13, 17, 25, 29, 34, 50, 55, 57, 65, 71, 73, 76, 92, 97, 113,
42: 15137, 28594, 45536, 62523, 91032, 104489, 121431, 138418, 166927, 180384, 197326, 214313, 242822, 256279, 273221, 290208,
43: 21, 23, 65, 67, 109, 111, 117, 153, 155, 197, 199, 241, 243, 253, 285, 287,
44: 4, 11, 19, 26, 34, 41, 49, 56, 64, 71, 79, 86, 94, 101, 109, 116,
45: 93, 137, 277, 321, 461, 505, 645, 689, 829, 873, 1013, 1057, 1197, 1241, 1381, 1425,
46: 928, 3754, 4078, 4636, 8177, 16948, 17830, 17875, 18586, 19882, 20395, 23221, 23971, 24103, 35785, 36415,
47: 5, 7, 13, 14, 17, 19, 21, 29, 31, 41, 43, 51, 53, 55, 57, 65,
48: 3226, 4208, 7029, 7965, 8807, 9633, 10604, 19361, 24942, 25768, 26739, 35496, 41077, 41903, 42043, 42874,
49: 81, 129, 229, 241, 289, 334, 401, 449, 561, 609, 676, 721, 769, 881, 929, 961,
50: 16, 35, 67, 86, 118, 137, 169, 188, 220, 239, 245, 271, 290, 322, 341, 373,
51: 25, 27, 77, 79, 129, 131, 181, 183, 233, 235, 285, 287, 337, 339, 389, 391,
52: 25015, 25969, 35299, 60103, 85967, 105310, 114691, 169334, 203468, 229332, 258056, 286729, 292294, 312699, 346833, 372697,
53: 13, 17, 37, 41, 61, 65, 85, 89, 109, 113, 133, 137, 157, 161, 181, 185,
54: 21, 34, 76, 89, 131, 144, 186, 199, 241, 254, 296, 309, 351, 364, 406, 419,
55: 13, 15, 41, 43, 69, 71, 97, 99, 125, 127, 153, 155, 181, 183, 209, 211,
56: 20, 37, 77, 94, 134, 151, 191, 208, 248, 265, 305, 322, 362, 379, 419, 436,
57: 144, 177, 233, 289, 376, 441, 668, 697, 729, 753, 993, 1161, 1217, 1481, 1625, 1681,
58: 547, 919, 1408, 1957, 2503, 3187, 9781, 10816, 11188, 11677, 12226, 12772, 20050, 21085, 21457, 21946,
59: 4, 5, 7, 9, 11, 17, 19, 26, 29, 31, 34, 41, 43, 49, 51, 53,
60: 20558, 80885, 135175, 202704, 240219, 300546, 310003, 354836, 422365, 459880, 465431, 520207, 574497, 642026, 679541, 739868,
61: 125, 185, 373, 433, 601, 621, 681, 781, 869, 929, 1117, 1177, 1225, 1249, 1365, 1425,
62: 8, 13, 29, 34, 50, 55, 71, 76, 92, 97, 113, 118, 134, 139, 155, 160,
63: 857, 3113, 5559, 6351, 8797, 11053, 13499, 14291, 16737, 18993, 21439, 22231, 24677, 26933, 29379, 30171,
64: 14, 51, 79, 116, 144, 181, 209, 246, 274, 311, 334, 339, 376, 404, 441, 469,
65: 10, 23, 43, 56, 76, 89, 109, 122, 142, 155, 175, 188, 193, 208, 221, 241,
66:
67: 33, 35, 37, 101, 103, 169, 171, 211, 237, 239, 253, 305, 307, 373, 375, 441,
68: 22, 43, 47, 61, 91, 116, 142, 149, 160, 185, 191, 221, 229, 254, 298, 323,
69: 6, 9, 21, 29, 41, 49, 61, 64, 76, 85, 89, 97, 99, 101, 111, 129,
70: 853, 4048, 6176, 15690, 27620, 30815, 32943, 42457, 54387, 57582, 59710, 69224, 81154, 84349, 86477, 95991,
71: 5, 7, 17, 19, 29, 31, 41, 43, 53, 55, 65, 67, 77, 79, 89, 91,
72: 293, 2481, 3722, 4744, 4892, 6498, 8686, 10949, 11097, 12703, 13287, 14163, 14891, 17154, 17302, 17811,
73: 112, 177, 297, 329, 369, 408, 441, 729, 739, 852, 889, 924, 961, 993, 1057, 1217,
74: 4, 11, 19, 26, 34, 41, 49, 56, 64, 71, 79, 86, 94, 101, 109, 116,
75: 37, 39, 113, 115, 189, 191, 265, 267, 341, 343, 417, 419, 493, 495, 569, 571,
76: 34, 43, 111, 120, 188, 197, 265, 274, 342, 351, 419, 428, 496, 505, 573, 582,
77: 13, 14, 17, 25, 37, 41, 53, 61, 64, 65, 85, 89, 92, 103, 109, 113,
78: 90059, 192208, 294592, 384571, 570774, 672923, 775307, 865286, 1051489, 1153638, 1256022, 1346001, 1532204, 1634353, 1736737, 1826716,
79: 9, 11, 29, 31, 49, 51, 69, 71, 89, 91, 109, 111, 129, 131, 149, 151,
80: 253, 1037, 6148, 11765, 18797, 19456, 20240, 24646, 25351, 30968, 31340, 38659, 39443, 44554, 50171, 55721,
81: 74, 575, 657, 737, 1969, 2049, 2692, 3281, 3361, 4593, 4657, 4673, 5118, 5476, 5905, 5985,
82: 22326, 36438, 44572, 64905, 73788, 73954, 78602, 82584, 123588, 125329, 133961, 137281, 150229, 152636, 156039, 156207,
83: 5, 7, 8, 13, 14, 15, 17, 19, 29, 31, 34, 41, 43, 50, 51, 53,
84: 16, 69, 101, 154, 186, 239, 271, 324, 356, 409, 441, 494, 526, 579, 611, 664,
85: 173, 257, 517, 601, 861, 945, 1205, 1289, 1549, 1633, 1893, 1977, 2237, 2321, 2581, 2665,
86: 28, 59, 115, 146, 202, 233, 289, 320, 376, 407, 463, 494, 550, 581, 637, 655,
87: 21, 23, 65, 67, 109, 111, 153, 155, 191, 197, 199, 211, 235, 241, 243, 285,
88: 571, 862, 898, 961, 1303, 1870, 2116, 2146, 2326, 2440, 2500, 2851, 2857, 3319, 3565, 3571,
89: 4, 11, 17, 19, 25, 26, 34, 41, 49, 56, 64, 65, 71, 73, 79, 86,
90: 27, 64, 118, 155, 209, 246, 300, 337, 391, 428, 482, 519, 573, 610, 664, 701,
91: 45, 47, 137, 139, 229, 231, 321, 323, 413, 415, 505, 507, 597, 599, 689, 691,
92: 32, 61, 125, 154, 218, 247, 311, 340, 404, 433, 497, 526, 590, 619, 683, 712,
93: 189, 281, 565, 612, 657, 941, 989, 1033, 1317, 1409, 1693, 1785, 2069, 2161, 2421, 2445,
94: 39, 56, 134, 151, 229, 246, 289, 324, 341, 419, 436, 451, 484, 514, 531, 601,
95: 5, 7, 17, 19, 29, 31, 41, 43, 53, 55, 65, 67, 77, 79, 89, 91,
96: 38995, 78086, 343864, 540968, 825180, 842834, 845742, 972135, 1237913, 1357516, 1361879, 1381960, 1435017, 1719229, 1757612, 1866184,
97: 43, 225, 321, 673, 769, 1121, 1217, 1249, 1569, 1665, 2017, 2113, 2465, 2561, 2913, 3009,
98: 10, 23, 43, 56, 76, 89, 101, 109, 122, 142, 155, 175, 186, 188, 208, 217,
99: 9, 11, 29, 31, 49, 51, 69, 71, 89, 91, 109, 111, 129, 131, 144, 149,
100: 211, 235, 334, 750, 898, 926, 1108, 1171, 1387, 1432, 1621, 1675, 1691, 1765, 2258, 2341,
101: 13, 16, 17, 33, 35, 37, 41, 61, 65, 67, 69, 85, 86, 89, 109, 113,
102: 1635, 1793, 4267, 4447, 9165, 10214, 10299, 12142, 12300, 14774, 14954, 19672, 20721, 22649, 22807, 25281,
103: 25, 27, 77, 79, 129, 131, 145, 157, 181, 183, 233, 235, 285, 287, 293, 313,
104: 4, 6, 8, 11, 13, 19, 26, 29, 34, 41, 49, 50, 55, 56, 64, 71,
105: 297, 425, 529, 1273, 1377, 2121, 2225, 2969, 3073, 3817, 3921, 4665, 4769, 5513, 5617, 6361,
106: 13624, 14926, 16822, 19210, 28549, 31642, 47653, 48955, 50851, 53239, 62578, 65671, 81682, 82984, 84880, 87268,
107: 5, 7, 17, 19, 29, 31, 41, 43, 53, 55, 65, 67, 77, 79, 89, 91,
108: 13406, 26270, 43601, 103835, 123328, 170420, 171240, 192386, 192529, 200997, 237730, 254296, 262362, 282294, 303021, 312504,
109: 9, 21, 34, 45, 49, 61, 65, 76, 89, 101, 129, 131, 133, 141, 144, 153,
110: 38, 73, 149, 184, 260, 295, 371, 406, 482, 517, 593, 628, 704, 739, 815, 850,
111: 13, 15, 41, 43, 69, 71, 97, 99, 125, 127, 153, 155, 181, 183, 209, 211,
112: 1357, 3843, 4406, 5084, 8702, 11188, 11751, 12429, 16047, 18533, 19096, 19774, 21697, 23392, 25878, 26441,
113: 20, 37, 49, 65, 77, 94, 134, 145, 151, 161, 191, 208, 241, 248, 257, 265,
114: 24, 91, 139, 206, 254, 321, 369, 436, 484, 551, 599, 666, 714, 781, 829, 896,
115: 57, 59, 173, 175, 289, 291, 405, 407, 521, 523, 637, 639, 753, 755, 869, 871,
116: 14, 25, 53, 64, 92, 103, 131, 142, 170, 181, 209, 220, 248, 259, 287, 298,
117: 149, 221, 237, 353, 697, 709, 825, 1153, 1181, 1297, 1629, 1653, 1701, 1769, 2125, 2177,
118: 50, 69, 169, 188, 288, 307, 407, 426, 526, 545, 645, 664, 764, 783, 883, 902,
119: 4, 5, 7, 9, 11, 17, 19, 26, 29, 31, 34, 41, 43, 49, 51, 53,
120:
121: 100, 163, 211, 232, 235, 433, 445, 457, 489, 550, 571, 609, 676, 729, 862, 904,
122: 14, 40, 83, 112, 116, 148, 163, 206, 208, 209, 286, 307, 311, 329, 343, 404,
123: 13, 61, 63, 154, 157, 179, 185, 187, 233, 239, 271, 309, 311, 353, 433, 435,
124: 92881, 104716, 124009, 170386, 216889, 222259, 230851, 268141, 303004, 361591, 429139, 483739, 494509, 507706, 540391, 629854,
125: 8, 13, 17, 29, 34, 37, 41, 50, 55, 61, 65, 71, 76, 85, 89, 92,
126: 480821, 2767077, 3925190,
127: 2593, 3251, 3353, 6451, 9679, 12777, 18359, 20317, 30013, 32879, 35613, 38671, 38711, 40237, 41939, 45037,
128: 44, 59, 85, 86, 133, 157, 173, 214, 302, 343, 431, 472, 494, 521, 560, 568,
129: 14, 51, 79, 116, 144, 181, 209, 246, 274, 311, 339, 376, 404, 441, 469, 506,
130: 2563, 5896, 11134, 26632, 29065, 38929, 41491, 48661, 53656, 55150, 71542, 77725, 80158, 90022, 92584, 99754,
131: 5, 7, 10, 17, 19, 21, 23, 29, 31, 41, 43, 53, 55, 56, 65, 67,
132: 20, 69, 113, 153, 183, 246, 286, 356, 379, 419, 438, 442, 512, 552, 582, 645,
133: 17, 233, 269, 273, 349, 377, 401, 805, 937, 1101, 1177, 1341, 1433, 1473, 1504, 1509,
134: 4, 11, 19, 26, 34, 41, 49, 56, 64, 71, 79, 86, 94, 101, 109, 116,
135: 33, 35, 101, 103, 169, 171, 237, 239, 305, 307, 373, 375, 441, 443, 509, 511,
136: 22195, 47677, 90693, 151660, 166456, 243037, 335530, 352091, 362914, 368805, 502104, 558685, 614170, 784324, 817480, 950779,
137: 17, 22, 25, 47, 65, 73, 91, 113, 116, 121, 160, 161, 169, 185, 209, 217,
138: 1806, 4727, 5283, 6254, 10841, 13762, 14318, 15289, 19876, 21683, 22797, 23353, 24324, 28911, 31832, 32388,
139: 6, 9, 11, 13, 15, 29, 31, 41, 43, 49, 51, 64, 69, 71, 76, 89,
140: 46, 95, 187, 236, 328, 377, 469, 518, 610, 659, 751, 800, 892, 941, 1033, 1082,
141: 285, 425, 853, 993, 1421, 1561, 1989, 2129, 2557, 2697, 3125, 3265, 3693, 3833, 4261, 4401,
142: 12, 131, 155, 219, 274, 298, 406, 417, 441, 519, 560, 584, 672, 703, 727, 846,
143: 5, 7, 17, 19, 29, 31, 41, 43, 53, 55, 65, 67, 77, 79, 89, 91,
144: 59, 86, 204, 231, 349, 376, 494, 521, 639, 666, 784, 811, 929, 956, 1074, 1101,
145: 1169, 1313, 3505, 3649, 5841, 5985, 7345, 8177, 8321, 10513, 10657, 12849, 12993, 15185, 15329, 17521,
146: 8, 13, 29, 34, 50, 55, 71, 76, 92, 97, 113, 118, 134, 139, 155, 160,
147: 73, 75, 221, 223, 369, 371, 517, 519, 665, 667, 813, 815, 961, 963, 1109, 1111,
148: 1936, 5214, 5663, 6557, 11621, 14899, 15348, 16242, 21306, 24584, 25033, 25927, 28309, 30991, 34269, 34718,
149: 4, 9, 11, 13, 17, 19, 21, 26, 34, 37, 41, 49, 56, 61, 64, 65,
